,Unnamed: 0,County,FIPS,County Centroid,year,CDC Week,Week Ending Date,Count,Disease_INFLUENZA_A,Disease_INFLUENZA_B,Disease_INFLUENZA_UNSPECIFIED,UnempRate,GDP,GDP_change,Population,flu,fluSymptoms,fever,cough,soreThroat,Target,VaxRate
14609,14609,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2016,50,12/17/2016,7,2,5,0,4.3,-,-,154473.0,0.006899302922077922,0.005784685714285714,0.3294946838206605,0.3281641972982121,0.3487328476881475,3.0,0.564
14610,14610,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2016,51,12/24/2016,6,2,4,0,4.3,-,-,154473.0,0.006260478577441079,0.004218,0.2461027306611049,0.4997148604375533,0.29961267451874746,17.0,0.564
14611,14611,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2016,52,01/02/2016,3,2,1,0,4.3,-,-,154473.0,0.0031941217231842237,0.003856457142857144,0.3294946838206605,0.6416175857520217,0.2924790394111583,13.0,0.564
14612,14612,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2016,52,12/31/2016,17,9,8,0,4.3,-,-,154473.0,0.02012296685606061,0.017173285714285717,0.2086942580998133,0.6090274861582681,0.4427949220353598,35.0,0.564
14613,14613,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,1,01/07/2017,13,10,3,0,4.5,-,-,154814.0,0.019164730339105342,0.012654,0.40934944616496505,0.8826485306641567,0.5136217277464242,43.0,0.591
14614,14614,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,2,01/14/2017,35,19,16,0,4.5,-,-,154814.0,0.019420260076960075,0.010846285714285716,0.3857681740632912,0.4919068157432166,0.2804537688012221,77.0,0.591
14615,14615,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,3,01/21/2017,43,20,23,0,4.5,-,-,154814.0,0.02012296685606061,0.014100171428571428,0.3993809993219848,0.3684491815182685,0.16590797078793226,70.0,0.591
14616,14616,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,4,01/28/2017,77,52,25,0,4.5,-,-,154814.0,0.021720027717652718,0.01831817142857144,0.5027098461675008,0.6110643673828778,0.3917384764796141,91.0,0.591
14617,14617,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,5,02/04/2017,70,47,23,0,4.5,-,-,154814.0,0.021464497979797968,0.02169257142857144,0.8039070034661527,0.6762445665703847,0.4341326508332872,109.0,0.591
14618,14618,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,6,02/11/2017,91,61,30,0,4.5,-,-,154814.0,0.02529744404761905,0.03615428571428572,0.6752818829115684,0.5003938208457566,0.3138799447339259,112.0,0.611
14619,14619,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,7,02/18/2017,109,76,33,0,4.5,-,-,154814.0,0.02299767640692641,0.025308,0.5103201658003138,0.5384156037051355,0.30236421948881764,50.0,0.611
14620,14620,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,8,02/25/2017,112,89,23,0,4.5,-,-,154814.0,0.01846202356000481,0.016872,0.4929557745254449,0.5132940686016173,0.464297736431093,82.0,0.611
14621,14621,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,9,03/04/2017,50,35,15,0,4.5,-,-,154814.0,0.009965659776334778,0.006025714285714287,0.4033469405390844,0.4354399417943173,0.162035426015241,41.0,0.611
14622,14622,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,10,03/11/2017,82,67,15,0,4.5,-,-,154814.0,0.010796131424362674,0.008436000000000003,0.39016286568223946,0.30598482396357435,0.3717642981783642,19.0,0.621
14623,14623,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,11,03/18/2017,41,27,14,0,4.5,-,-,154814.0,0.003449651461038961,0.005483399999999999,0.4124578865783675,0.2384282633473561,0.2376519581556868,48.0,0.621
14624,14624,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,12,03/25/2017,19,13,6,0,4.5,-,-,154814.0,0.004471770412457913,0.002892342857142857,0.4456860427216352,0.24951795001467506,0.34852902954221643,21.0,0.621
14625,14625,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,13,04/01/2017,48,21,27,0,4.5,-,-,154814.0,0.006324361011904762,0.009219342857142859,0.4939204629296043,0.38700743267582255,0.2262381419835441,27.0,0.621
14626,14626,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,14,04/08/2017,21,6,15,0,4.5,-,-,154814.0,0.006899302922077922,0.007833428571428573,0.4669091876131416,0.3734282245117586,0.25986813606217896,20.0,0.631
14627,14627,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,15,04/15/2017,27,7,20,0,4.5,-,-,154814.0,0.006324361011904762,0.0025308,0.41653101539592935,0.3404986447139036,0.4203749259829365,8.0,0.631
14628,14628,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,16,04/22/2017,20,7,13,0,4.5,-,-,154814.0,0.002555297378547379,0.0021692571428571427,0.2627168087327387,0.3298615983187201,0.2921733121922615,2.0,0.631
14629,14629,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,17,04/29/2017,8,3,5,0,4.5,-,-,154814.0,0.0015331784271284273,0.002711571428571429,0.3762284776221596,0.2712446830771774,0.17436642384407375,1.0,0.631
14630,14630,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,18,05/06/2017,2,0,2,0,4.5,-,-,154814.0,0.0022358852062289566,0.0012051428571428573,0.25660711550639603,0.2772421666829723,0.13900397552502436,3.0,0.643
14631,14631,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,19,05/13/2017,1,0,1,0,4.5,-,-,154814.0,0.0015331784271284273,0.0007230857142857143,0.4154591393913078,0.34830668940824033,0.4001969295357556,1.0,0.643
14632,14632,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,20,05/20/2017,3,1,2,0,4.5,-,-,154814.0,0.0015970608615921119,0.0014461714285714286,0.20622894328918376,0.2998741802897455,0.5111759099952509,1.0,0.643
14633,14633,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,40,10/07/2017,1,0,1,0,4.5,-,-,154814.0,0.015204019402356904,0.002530800000000001,0.2405289754370729,0.3802178285937906,0.3587199368387725,1.0,0.337
14634,14634,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,41,10/14/2017,1,0,1,0,4.5,-,-,154814.0,0.011243308465608469,0.0033744,0.2675402507535357,0.30315582226272764,0.19271005697787466,0.0,0.337
14635,14635,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,42,10/21/2017,1,1,0,0,4.5,-,-,154814.0,0.011946015244708995,0.005302628571428571,0.3299234342225091,0.20776188491017844,0.2886064946384669,3.0,0.337
14636,14636,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,43,10/28/2017,0,0,0,0,4.5,-,-,154814.0,0.008943540824915826,0.002109,0.2951946516727713,0.4349873015221819,0.18190769524352526,0.0,0.337
14637,14637,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,44,11/04/2017,3,1,1,1,4.5,-,-,154814.0,0.008624128652597403,0.0016872,0.26625399954798984,0.4294424581885225,0.2381615035205145,4.0,0.337
14638,14638,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,45,11/11/2017,0,0,0,0,4.5,-,-,154814.0,0.01245707472041847,0.0113886,0.2701127531646273,0.4539981929518713,0.3257013971979309,1.0,0.47100000000000003
14639,14639,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,46,11/18/2017,4,2,1,1,4.5,-,-,154814.0,0.01245707472041847,0.0033744000000000005,0.2993749680907953,0.6883526938500084,0.3668726626760173,3.0,0.47100000000000003
14640,14640,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,47,11/25/2017,1,1,0,0,4.5,-,-,154814.0,0.009199070562770565,0.004338514285714286,0.28404714122470737,0.5610476173119089,0.2321488682155465,10.0,0.47100000000000003
14641,14641,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,48,12/02/2017,3,3,0,0,4.5,-,-,154814.0,0.008049186742424243,0.006628285714285715,0.3421428206751947,0.7232059948044391,0.5207553628540136,1.0,0.47100000000000003
14642,14642,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,49,12/09/2017,10,7,3,0,4.5,-,-,154814.0,0.016290020788239542,0.0101232,0.4237125846268936,0.7057793443272238,0.3923499309174073,11.0,0.517
14643,14643,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,50,12/16/2017,1,0,1,0,4.5,-,-,154814.0,0.018398141125541133,0.010966800000000002,0.3916634920887097,0.6178539714649096,0.4569602831775727,10.0,0.517
14644,14644,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,51,12/23/2017,11,8,2,1,4.5,-,-,154814.0,0.016992727567340066,0.0215118,0.3483597015019995,0.6033694827565749,0.4483999210484657,50.0,0.517
14645,14645,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2017,52,12/30/2017,10,10,0,0,4.5,-,-,154814.0,0.0337299253968254,0.022536171428571432,0.5314361230913581,0.8815169299838179,0.8621507572886409,104.0,0.517
14646,14646,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,1,01/06/2018,50,45,4,1,4.0,-,-,155350.0,0.0399265215398028,0.05423142857142857,0.4154591393913077,0.936625883116311,0.7447515052323151,115.0,0.5479999999999999
14647,14647,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,2,01/13/2018,104,87,15,2,4.0,-,-,155350.0,0.12073780113636362,0.13497600000000004,0.6494496712001893,0.75805929575887,0.3531149378256667,219.0,0.5479999999999999
14648,14648,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,3,01/20/2018,115,106,8,1,4.0,-,-,155350.0,0.275141645235089,0.24946457142857145,0.7032578466321906,0.7117768279330187,0.4815203697622727,284.0,0.5479999999999999
14649,14649,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,4,01/27/2018,219,197,21,1,4.0,-,-,155350.0,0.4427052708333334,0.4099896,0.8971602158682266,0.6812236095638747,0.4565526468857105,237.0,0.5479999999999999
14650,14650,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,5,02/03/2018,284,233,50,1,4.0,-,-,155350.0,0.6388243446368448,0.6025714285714286,0.877223322182266,0.5839059510547498,0.4540049200615714,270.0,0.5479999999999999
14651,14651,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,6,02/10/2018,237,186,50,1,4.0,-,-,155350.0,0.4396389139790765,0.4496388,1.0504384845291064,0.7977784796387571,0.5890344417409389,190.0,0.565
14652,14652,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,7,02/17/2018,270,195,72,3,4.0,-,-,155350.0,0.3597858708994709,0.4560260571428572,0.976264665009296,0.8563953948802999,0.3845029322990592,122.0,0.565
14653,14653,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,8,02/24/2018,190,127,61,2,4.0,-,-,155350.0,0.12776486892736896,0.16926231428571428,0.6259755866989777,0.6099327667025389,0.4028465654328601,71.0,0.565
14654,14654,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,9,03/03/2018,122,72,48,2,4.0,-,-,155350.0,0.06516008315295815,0.05417117142857143,0.3854466112619047,0.4420032257402816,0.2323526863614777,43.0,0.565
14655,14655,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,10,03/10/2018,71,32,38,1,4.0,-,-,155350.0,0.020442379028379032,0.026332371428571432,0.5145004822183378,0.3216009133522479,0.2812690413849466,53.0,0.585
14656,14656,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,11,03/17/2018,43,16,27,0,4.0,-,-,155350.0,0.014309665319865324,0.010605257142857144,0.3419284454742703,0.3718439835592845,0.4028465654328601,44.0,0.585
14657,14657,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,12,03/24/2018,53,14,38,1,4.0,-,-,155350.0,0.014373547754329002,0.006628285714285716,0.4739835692436437,0.20595132382163653,0.4208844713477643,39.0,0.585
14658,14658,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,13,03/31/2018,44,7,37,0,4.0,-,-,155350.0,0.014309665319865324,0.008616771428571429,0.33603312744885194,0.40330248247269934,0.2843263135739135,24.0,0.585
14659,14659,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,14,04/07/2018,39,10,29,0,4.0,-,-,155350.0,0.008049186742424243,0.005784685714285715,0.2484608578712723,0.36098061702803336,0.23540995855044444,9.0,0.594
14660,14660,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,15,04/14/2018,24,2,22,0,4.0,-,-,155350.0,0.00913518812830688,0.005965457142857143,0.306770912522684,0.34853300954430805,0.2892179490762604,5.0,0.594
14661,14661,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,16,04/21/2018,9,1,8,0,4.0,-,-,155350.0,0.005749419101731603,0.003856457142857144,0.2836183908228587,0.23831510327932234,0.2300087776832697,25.0,0.594
14662,14662,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,17,04/28/2018,5,2,3,0,4.0,-,-,155350.0,0.005749419101731603,0.0025308,0.33603312744885194,0.27124468307717736,0.4208844713477643,11.0,0.594
14663,14663,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,18,05/05/2018,25,9,16,0,4.0,-,-,155350.0,0.002555297378547379,0.0033744000000000005,0.4053835049478653,0.21590940980861675,0.22175414277305933,4.0,0.594
14664,14664,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,19,05/12/2018,11,4,7,0,4.0,-,-,155350.0,0.0017887081649831653,0.001807714285714286,0.24310147784816466,0.271584163281279,0.4227188346611444,0.0,0.594
14665,14665,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,20,05/19/2018,4,0,4,0,4.0,-,-,155350.0,0.00313023928872054,0.0012051428571428573,0.3357115646474655,0.18331931021486333,0.2980840384242641,0.0,0.594
14666,14666,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,40,10/06/2018,0,0,0,0,4.0,-,-,155350.0,0.02913039011544012,0.004880828571428571,0.25660711550639603,0.4707458830208836,0.3482233023233198,0.0,
14667,14667,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,41,10/13/2018,0,0,0,0,4.0,-,-,155350.0,0.02389203048941799,0.005423142857142858,0.31255904294764025,0.4397400243796042,0.18914323942408004,0.0,
14668,14668,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,42,10/20/2018,0,0,0,0,4.0,-,-,155350.0,0.046314764986171236,0.005784685714285715,0.20633613088964586,0.2919529755273749,0.3006317652484031,0.0,
14669,14669,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,43,10/27/2018,0,0,0,0,4.0,-,-,155350.0,0.028236036032948525,0.012292457142857144,0.2897280840492015,0.3162823901546561,0.3047081281670255,3.0,
14670,14670,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,44,11/03/2018,0,0,0,0,4.0,-,-,155350.0,0.017439904608585858,0.005302628571428572,0.2783661984002132,0.5590107360872992,0.21044223567388207,8.0,
14671,14671,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,45,11/10/2018,3,0,1,2,4.0,-,-,155350.0,0.018206493822150067,0.004338514285714286,0.346537512294143,0.4258213360114387,0.18343633133800866,0.0,
14672,14672,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,46,11/17/2018,8,1,7,0,4.0,-,-,155350.0,0.013032016630591631,0.0037962,0.3414996950724217,0.4773091669668478,0.2953324934541939,1.0,
14673,14673,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,47,11/24/2018,0,0,0,0,4.0,-,-,155350.0,0.006260478577441079,0.0024102857142857146,0.2898352716496637,0.3643754190690493,0.2494734106196917,3.0,
14674,14674,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,48,12/01/2018,1,1,0,0,4.0,-,-,155350.0,0.016290020788239542,0.005965457142857143,0.30462716051344085,0.4177869711810342,0.5716079902638281,2.0,
14675,14675,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,49,12/08/2018,3,2,1,0,4.0,-,-,155350.0,0.011498838203463205,0.005423142857142858,0.2673258755526113,0.4854566918652862,0.43718992302225396,9.0,
14676,14676,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,50,12/15/2018,2,1,1,0,4.0,-,-,155350.0,0.014309665319865324,0.005965457142857143,0.2871555816381098,0.5576528152708928,0.20870978143346766,11.0,
14677,14677,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,51,12/22/2018,9,5,3,1,4.0,-,-,155350.0,0.016992727567340066,0.0101232,0.4598348059826394,0.7516091718809396,0.3942862033037531,34.0,
14678,14678,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2018,52,12/29/2018,11,11,0,0,4.0,-,-,155350.0,0.035263103823953826,0.0227772,0.562734902426307,1.0184406123047962,0.4280181064553536,26.0,
14679,14679,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,1,01/05/2019,34,32,1,1,-,-,-,-,0.046314764986171236,0.03314142857142858,0.3526472055204857,1.0297566191081828,0.32651666978165544,49.0,
14680,14680,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,2,01/12/2019,26,25,0,1,-,-,-,-,,,,,,35.0,
14681,14681,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,3,01/19/2019,49,47,1,1,-,-,-,-,,,,,,57.0,
14682,14682,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,4,01/26/2019,35,32,2,1,-,-,-,-,,,,,,47.0,
14683,14683,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,5,02/02/2019,57,52,4,1,-,-,-,-,,,,,,135.0,
14684,14684,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,6,02/09/2019,47,47,0,0,-,-,-,-,,,,,,137.0,
14685,14685,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,7,02/16/2019,135,128,4,3,-,-,-,-,,,,,,58.0,
14686,14686,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,8,02/23/2019,137,131,6,0,-,-,-,-,,,,,,120.0,
14687,14687,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,9,03/02/2019,58,54,0,4,-,-,-,-,,,,,,104.0,
14688,14688,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,10,03/09/2019,120,98,12,10,-,-,-,-,,,,,,236.0,
14689,14689,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,11,03/16/2019,104,85,8,11,-,-,-,-,,,,,,141.0,
14690,14690,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,12,03/23/2019,236,133,11,92,-,-,-,-,,,,,,126.0,
14691,14691,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,13,03/30/2019,141,88,7,46,-,-,-,-,,,,,,41.0,
14692,14692,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,14,04/06/2019,126,69,14,43,-,-,-,-,,,,,,59.0,
14693,14693,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,15,04/13/2019,41,23,18,0,-,-,-,-,,,,,,47.0,
14694,14694,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,16,04/20/2019,59,12,19,28,-,-,-,-,,,,,,46.0,
14695,14695,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,17,04/27/2019,47,9,16,22,-,-,-,-,,,,,,5.0,
14696,14696,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,18,05/04/2019,46,1,5,40,-,-,-,-,,,,,,7.0,
14697,14697,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,19,05/11/2019,5,4,1,0,-,-,-,-,,,,,,0.0,
14698,14698,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,20,05/18/2019,7,2,0,5,-,-,-,-,,,,,,1.0,
14699,14699,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,40,10/05/2019,0,0,0,0,-,-,-,-,,,,,,0.0,
14700,14700,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,41,10/12/2019,1,1,0,0,-,-,-,-,,,,,,3.0,
14701,14701,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,42,10/19/2019,0,0,0,0,-,-,-,-,,,,,,1.0,
14702,14702,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,43,10/26/2019,3,0,0,3,-,-,-,-,,,,,,,
14703,14703,SCHENECTADY,36093,"(42.8175421, -74.0435834)",2019,44,11/02/2019,1,0,1,0,-,-,-,-,,,,,,,
14704,14704,SCHOHARIE,36095,"(42.591294, -74.4381718)",2009,40,10/10/2009,1,1,0,0,8.9,-,-,-,0.211869,0.17442000000000002,0.206388,0.1126385,0.0876,2.0,
14705,14705,SCHOHARIE,36095,"(42.591294, -74.4381718)",2009,41,10/17/2009,0,0,0,0,8.9,-,-,-,0.33417600000000003,0.176985,0.13891499999999998,0.083486,0.067525,16.0,
14706,14706,SCHOHARIE,36095,"(42.591294, -74.4381718)",2009,42,10/24/2009,2,2,0,0,8.9,-,-,-,0.7611,0.6579225000000001,0.4920750000000001,0.1562405,0.09110399999999999,7.0,
14707,14707,SCHOHARIE,36095,"(42.591294, -74.4381718)",2009,43,10/31/2009,16,16,0,0,8.9,-,-,-,0.8496,0.855,0.5754239999999999,0.2143765,0.07884,3.0,
14708,14708,SCHOHARIE,36095,"(42.591294, -74.4381718)",2009,44,11/07/2009,7,7,0,0,8.9,-,-,-,0.5304690000000001,0.7387199999999999,0.3968999999999999,0.2463175,0.125195,6.0,
14709,14709,SCHOHARIE,36095,"(42.591294, -74.4381718)",2009,45,11/14/2009,3,3,0,0,8.9,-,-,-,0.3911700000000001,0.310023,0.5670000000000001,0.232375,0.10687200000000001,1.0,
14710,14710,SCHOHARIE,36095,"(42.591294, -74.4381718)",2009,46,11/21/2009,6,6,0,0,8.9,-,-,-,0.1416,0.13338,0.4432320000000001,0.134355,0.08395,1.0,
14711,14711,SCHOHARIE,36095,"(42.591294, -74.4381718)",2009,47,11/28/2009,1,1,0,0,8.9,-,-,-,0.04779,0.040698000000000005,0.219834,0.13503099999999998,0.112347,0.0,
14712,14712,SCHOHARIE,36095,"(42.591294, -74.4381718)",2009,48,12/05/2009,1,1,0,0,8.9,-,-,-,0.022302000000000002,0.031464000000000006,0.28917,0.24995100000000006,0.22053299999999998,0.0,
14713,14713,SCHOHARIE,36095,"(42.591294, -74.4381718)",2009,49,12/12/2009,0,0,0,0,8.9,-,-,-,0.019116,0.030523500000000002,0.248994,0.08551399999999999,0.070518,0.0,
14714,14714,SCHOHARIE,36095,"(42.591294, -74.4381718)",2009,50,12/19/2009,0,0,0,0,8.9,-,-,-,0.017523,0.009576,0.181764,0.1521,0.196954,0.0,
14715,14715,SCHOHARIE,36095,"(42.591294, -74.4381718)",2009,51,12/26/2009,0,0,0,0,8.9,-,-,-,0.011682,0.01368,0.05896800000000001,0.223925,0.195932,0.0,
14716,14716,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,1,01/09/2010,0,0,0,0,8.9,-,-,32692.0,0.0103545,0.011115000000000002,0.20736000000000004,0.11660999999999999,0.080592,0.0,
14717,14717,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,2,01/16/2010,0,0,0,0,8.9,-,-,32692.0,0.009734999999999999,0.01026,0.281637,0.16731,0.0,0.0,
14718,14718,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,3,01/23/2010,0,0,0,0,8.9,-,-,32692.0,0.003186,0.0038475,0.165726,0.112554,0.09738200000000001,0.0,
14719,14719,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,4,01/30/2010,0,0,0,0,8.9,-,-,32692.0,0.002124,0.0023940000000000003,0.31104000000000004,0.075712,0.327332,0.0,
14720,14720,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,5,02/06/2010,0,0,0,0,8.9,-,-,32692.0,0.001593,0.0,0.156978,0.09464,0.19753800000000002,0.0,
14721,14721,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,6,02/13/2010,0,0,0,0,8.9,-,-,32692.0,0.002124,0.0029925000000000004,0.30132,0.035321,0.19272,0.0,
14722,14722,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,7,02/20/2010,0,0,0,0,8.9,-,-,32692.0,0.003186,0.009234000000000001,0.21384000000000009,0.1531985,0.16811900000000002,0.0,
14723,14723,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,8,02/27/2010,0,0,0,0,8.9,-,-,32692.0,0.0030975000000000004,0.00171,0.26956800000000003,0.06134700000000001,0.13811600000000002,0.0,
14724,14724,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,9,03/06/2010,0,0,0,0,8.9,-,-,32692.0,0.0008849999999999998,0.0012825,0.16313400000000006,0.100555,0.0,0.0,
14725,14725,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,10,03/13/2010,0,0,0,0,8.9,-,-,32692.0,0.0014160000000000002,0.0021375,0.18954,0.09802000000000001,0.160965,0.0,
14726,14726,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,11,03/20/2010,0,0,0,0,8.9,-,-,32692.0,0.0017700000000000003,0.0,0.169128,0.042588,0.073876,0.0,
14727,14727,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,12,03/27/2010,0,0,0,0,8.9,-,-,32692.0,0.00035400000000000004,0.0012825,0.207522,0.08576749999999997,0.063802,0.0,
14728,14728,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,13,04/03/2010,0,0,0,0,8.9,-,-,32692.0,0.0017700000000000003,0.0012825,0.172044,0.13688999999999998,0.238418,0.0,
14729,14729,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,14,04/10/2010,0,0,0,0,8.9,-,-,32692.0,0.0013275,0.0021375,0.25758000000000003,0.125229,0.302804,0.0,
14730,14730,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,15,04/17/2010,0,0,0,0,8.9,-,-,32692.0,0.000531,0.0004275,0.17058600000000002,0.10292099999999996,0.18067500000000009,0.0,
14731,14731,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,16,04/24/2010,0,0,0,0,8.9,-,-,32692.0,0.0007965,0.0015389999999999998,0.219834,0.043602,0.3285,0.0,
14732,14732,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,17,05/01/2010,0,0,0,0,8.9,-,-,32692.0,0.001062,0.0,0.3419010000000001,0.066079,0.228344,0.0,
14733,14733,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,18,05/08/2010,0,0,0,0,8.9,-,-,32692.0,0.00035400000000000004,0.002565,0.2799360000000001,0.062360999999999986,0.104098,0.0,
14734,14734,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,19,05/15/2010,0,0,0,0,8.9,-,-,32692.0,0.0007965,0.0012825,0.21384000000000009,0.032448000000000005,0.103368,0.0,
14735,14735,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,20,05/22/2010,0,0,0,0,8.9,-,-,32692.0,0.00017700000000000002,0.0008550000000000001,0.231012,0.068107,0.0803,0.0,
14736,14736,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,40,10/09/2010,0,0,0,0,8.9,-,-,32692.0,0.009558,0.00171,0.158841,0.08357049999999999,0.07708799999999999,0.0,
14737,14737,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,41,10/16/2010,0,0,0,0,8.9,-,-,32692.0,0.003186,0.002565,0.202014,0.16283150000000002,0.161184,0.0,
14738,14738,SCHOHARIE,36095,"(42.591294, -74.4381718)",2010,42,10/23/2010,0,0,0,0,8.9,-,-,32692.0,0.006814499999999999,0.0053865,0.13340700000000005,0.137904,0.223015,0.0,
